id,status,sort,name,slug,category,subcategory,gender_category,gender,age_group,price,original_price,image_url,description,sizes,colors,color,pattern,style,sku,featured,new_arrival,on_sale,seo_title,seo_description,canonical_url,product_gallery,image,model_image_1,model_image_2,model_image_3,model_image_1_url,model_image_2_url,model_image_3_url,main_image
33,published,,Girl's Dusty Rose Tracksuit,girls-dusty-rose-tracksuit,Kids,Tracksuit,Kids,Girl,Kids,,,/products/extracted/female_dusty_rose_pink_tracksuit_athleisure__DSC6165.png,"Discover this stylish dusty rose tracksuit. Crafted with attention to quality and contemporary fashion, this piece offers the perfect blend of style and comfort. The versatile design makes it suitable for various occasions, from casual outings to more polished settings. Quality materials ensure lasting wear while the thoughtful construction provides a comfortable fit. A great addition to any wardrobe. Shop now to add this tracksuit to your collection.",,,Dusty Rose,,athleisure,ZC-KG0043,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_athletic_front_standing__DSC6165","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_athletic_three_quarter__DSC6165","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_athletic_casual_lifestyle__DSC6165",
35,published,,Girl's Green Graphic Print Dress,girls-green-graphic-print-dress,Kids,Dress,Kids,Girl,Kids,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/extracted/female_caramel_brown_cropped_blouse_graphic_print_vintage_SONY_ILCE_7RM5_6304x","Make an impression in this beautiful green dress featuring graphic print design. The flattering silhouette and quality fabric combine to create a piece that moves gracefully with you. Perfect for special occasions, date nights, or elevated everyday wear. The thoughtful construction ensures comfort while the elegant design makes a sophisticated statement. Style with heels for evening events or flats for daytime charm. Shop now to add this dress to your collection.",,,Green,graphic,casual,ZC-KG0044,false,,,,,,,,,,,/products/extracted/model2_female_maroon_blouse__DSC3989_Large_2.png,,,
36,published,,Girl's Green Graphic Print Dress,girls-green-graphic-print-dress-36,Kids,Dress,Kids,Girl,Kids,,,,"Make an impression in this beautiful green dress featuring graphic print design. The flattering silhouette and quality fabric combine to create a piece that moves gracefully with you. Perfect for special occasions, date nights, or elevated everyday wear. The thoughtful construction ensures comfort while the elegant design makes a sophisticated statement. Style with heels for evening events or flats for daytime charm. Shop now to add this dress to your collection.",,,Green,graphic,casual,ZC-KG0045,false,,,,,,,82159402-8449-4188-8235-37b5b29658f5,,,,,,,82159402-8449-4188-8235-37b5b29658f5
37,published,,Hot pink floral print tunic and trouser set with multicolor blooms and white lace trim detailing,hot-pink-floral-print-tunic-trouser-set-white-lace-trim,women,ethnic-fusion,Women,Female,Adults,,,/products/extracted/female_dusty_rose_pink_tracksuit_athleisure__DSC6165.png,"This vibrant hot pink tunic and trouser set features an all-over multicolor floral print that brings a fresh, summery feel to the outfit. The tunic is designed with a relaxed silhouette, flared sleeves, and a V-notch neckline, finished with delicate white lace trim at the hem and cuffs. The matching wide-leg trousers offer comfort and coordinated style. This set delivers effortless elegance, ideal for casual outings, festive gatherings, and warm-weather wear.",,,Hot Pink,graphic,casual,ZC-F0046,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_athletic_front_standing__DSC6165","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_athletic_three_quarter__DSC6165","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_athletic_casual_lifestyle__DSC6165",
38,published,,Girl's Light Blue Graphic Print Hoodie,girls-light-blue-graphic-print-hoodie,Kids,Hoodie,Kids,Girl,Kids,,,/products/extracted/female_blue_jeans_graphic__DSC6271_2.png,"Embrace comfort and style with this cozy light blue hoodie featuring graphic print design. Crafted from soft, premium fabric, this hoodie offers the perfect blend of warmth and casual fashion. The relaxed fit makes it ideal for lounging, casual outings, or layering on cooler days. Quality construction ensures lasting comfort through countless wears. A versatile staple that pairs effortlessly with jeans, joggers, or shorts. Shop now to add this hoodie to your collection.",,,Light Blue,graphic,casual,ZC-KG0050,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_front_standing__DSC6271","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_three_quarter__DSC6271","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_casual_lifestyle__DSC6271",
40,published,,Light Blue Distressed Denim Jacket with Button Closure and Raw Hem Cropped Silhouette,light-blue-distressed-denim-jacket-with-button-closure-and-raw-hem-cropped-silhouette,women,jackets,Women,Female,Adults,,,/products/extracted/female_light_blue_jacket_outer__DSC5713_2.png,"This light blue distressed denim jacket features a cropped silhouette with a raw hem for a youthful, contemporary look. Subtle distressed patches across the front, sleeves, and pockets add texture and character without overwhelming the design. The classic button closure, structured collar, and chest pockets maintain traditional denim jacket styling. Crafted from soft yet durable denim, it offers comfortable layering for casual outfits, making it a versatile staple for year-round streetwear-inspired ensembles.",,,Light Blue,,casual,ZC-F0052,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_front_standing__DSC5713","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_three_quarter__DSC5713","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_casual_lifestyle__DSC5713",
42,published,,Light Blue Wide-Leg Denim Jeans with Angular Patch Pockets,light-blue-wide-leg-denim-jeans-with-angular-patch-pockets,women,jeans,Women,Female,Adults,,,/products/extracted/female_black_polo_shirt__DSC6224_1.png,"These light blue wide-leg denim jeans feature a relaxed silhouette designed for effortless everyday wear. The soft washed denim offers a vintage-inspired look, while the angular patch pockets on the front add a distinctive, modern detail that enhances both style and utility. The mid-rise waistband includes belt loops for versatile styling options, and the straight, roomy legs ensure all-day comfort. Ideal for casual outfits or elevated streetwear looks, these jeans combine durability with contemporary design.",,,Light Blue,,casual,ZC-F0055,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_front_standing__DSC6224","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_three_quarter__DSC6224","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_casual_lifestyle__DSC6224",
43,published,,Girl's Dark Blue Casual Jacket,girls-dark-blue-casual-jacket,Kids,Casual Jacket,Kids,Girl,Kids,,,/products/extracted/model3_male_black_pants__DSC3713_Large_7.png,"Complete your look with this stylish dark blue jacket. Designed for both style and functionality, this jacket offers protection from the elements while making a fashion statement. The quality construction ensures durability while the modern cut provides a flattering silhouette. Layer over t-shirts, hoodies, or shirts for versatile styling options throughout the seasons. Shop now to add this jacket to your collection.",,,Dark Blue,,casual,ZC-KG0041,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC3713_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC3713_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC3713_Large",
44,published,,Lime Green Ribbed Ruched Drawstring Mini Dress,lime-green-ribbed-ruched-drawstring-mini-dress,women,dresses,Women,Female,Adults,,,/products/extracted/female_dark_blue_jacket_outer__DSC6428_2.png,"This playful mini dress is a vibrant lime green color. It's constructed from a comfortable ribbed knit fabric and features adjustable drawstrings on the side seams, which create a fashionable ruching effect and allow the wearer to customize the length. The lime green hue is bold and summery, while the mini length and bodycon fit make it a stylish choice for casual outings. It is shown paired with a dark denim jacket.",,,Light Green,ribbed,casual,ZC-F0056,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_chic_front_standing__DSC6428","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_chic_three_quarter__DSC6428","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_chic_casual_lifestyle__DSC6428",
45,published,,Women's Light Purple Zip-Up Knit Jacket with Stand Collar and Long Sleeves,womens-light-purple-zip-up-knit-jacket-stand-collar-long-sleeves,women,activewear,Women,Female,Adults,,,/products/extracted/female_light_blue_jacket_outer__DSC4404_Large_1.png,"This women’s light purple zip-up knit jacket combines soft color with modern comfort for an effortlessly stylish look. Designed with a clean stand collar and smooth front zipper, it offers a relaxed yet polished silhouette. The soft knit fabric provides lightweight warmth, while long sleeves with ribbed cuffs and hem ensure a comfortable fit. Perfect for layering over tops or dresses, this versatile jacket works well for casual outings, travel, or everyday wear, adding a subtle pop of color and cozy elegance to your wardrobe.",,,Purple,,casual,ZC-F0059,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_front_standing__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_three_quarter__DSC4404_Large","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/model2_female_casual_casual_lifestyle__DSC4404_Large",
46,published,,Women's Light Grey Sleeveless Knit Top with Ribbed Crew Neck and Relaxed Fit,womens-light-grey-sleeveless-knit-top-ribbed-crew-neck-relaxed-fit,women,tops,Women,Female,Adults,,,/products/extracted/model3_female_beige_hoodie_graphic__DSC3606_6.png,"This women’s light grey sleeveless knit top offers a clean, modern look with effortless versatility. Designed with a ribbed crew neckline and a smooth, structured knit finish, it delivers a polished yet comfortable silhouette. The sleeveless cut makes it perfect for layering under jackets or wearing on its own in warmer weather. Crafted from soft, breathable knit fabric, it provides all-day comfort while maintaining shape. Ideal for casual wear, office layering, or smart-casual styling, this neutral-toned top pairs easily with trousers, skirts, or denim for a refined everyday outfit.",,,Grey,,casual,ZC-F0058,false,,,,,,,,,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_front_standing__DSC3606","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_three_quarter__DSC3606","https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/model-poses/female_casual_casual_lifestyle__DSC3606",
47,published,,Dark Teal Green Bohemian Tiered Dress with Intricate Floral and Border Print,dark-teal-green-bohemian-tiered-dress-with-intricate-floral-and-border-print,women,ethnic-fusion,Women,Female,Adults,,,"https://res.cloudinary.com/ds8llatku/image/upload/f_auto,q_auto/zecode/products/extracted/female_dark_teal_green_tiered_midi_dress_graphic_print_bohemian_SONY_ILCE_7RM5_9600x","This dark teal green bohemian tiered dress features intricate floral motifs and ornate border prints across the bodice, sleeves, and hemline, creating a rich artisanal aesthetic. The long sleeves and gathered waist enhance its flowing silhouette, while the tiered skirt adds movement and elegance. Crafted from lightweight fabric, it provides breathable comfort for everyday wear or festive occasions. Its detailed prints and refined structure blend traditional charm with effortless contemporary style.",,,Green,graphic,bohemian,ZC-F0042,false,,,,,,,,,,,/products/extracted/model4_female_dark_red_dress__DSC4148_1_11.png,/products/extracted/model2_female_black_midi_dress__DSC4744_Large_4.png,/products/extracted/model2_female_light_pink_dress_graphic__DSC4148_1_5.png,
